Plate,Well,Characteristics [Organism 1],Term Source 1 REF,Term Source 1 Accession,Characteristics [Organism 2],Term Source 2 REF,Term Source 2 Accession,Characteristics [Cell Line],Term Source 3 REF,Term Source 3 Accession,Compound Name,Compound SMILES,Compound IUPAC Name,Compound PubChem CID,Compound PubChem URL,Compound Unichem URL,Compound InChIKey,Compound Broad Identifier,Control Type,Quality Control,Channels,Percentage Inhibition (DPC),Hit Compound (over 75% activity),Phenotype Annotation Level,Number of Cells (DPC)
ESP0025769,D4,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Moxaverine,CCc1cc2cc(OC)c(OC)cc2c(Cc3ccccc3)n1,"1-benzyl-3-ethyl-6,7-dimethoxy-isoquinoline",70882,https://pubchem.ncbi.nlm.nih.gov/compound/70882,https://www.ebi.ac.uk/unichem/rest/inchikey/MYCMTMIGRXJNSO-UHFFFAOYSA-N,MYCMTMIGRXJNSO-UHFFFAOYSA-N,BRD-K12742203-003-01-7,,pass,cell body,"8,38",no,well level,8204
ESP0025769,D5,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Lerisetron,C(c1ccccc1)n2c(nc3ccccc23)N4CCNCC4,1-benzyl-2-piperazin-1-yl-benzimidazole,65997,https://pubchem.ncbi.nlm.nih.gov/compound/65997,https://www.ebi.ac.uk/unichem/rest/inchikey/PWWDCRQZITYKDV-UHFFFAOYSA-N,PWWDCRQZITYKDV-UHFFFAOYSA-N,"BRD-K62398570-001-02-9,BRD-K62398570-300-01-2,BRD-K62398570-001-01-6",,pass,cell body,"51,62",no,well level,16189
ESP0025769,D6,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Q-203,CCc1nc2ccc(Cl)cn2c1C(=O)NCc1ccc(cc1)N1CCC(CC1)c1ccc(OC(F)(F)F)cc1,"6-chloro-2-ethyl-N-[[4-[4-[4-(trifluoromethoxy)phenyl]-1-piperidyl]phenyl]methyl]imidazo[1,2-a]pyridine-3-carboxamide",68234908,https://pubchem.ncbi.nlm.nih.gov/compound/68234908,https://www.ebi.ac.uk/unichem/rest/inchikey/OJICYBSWSZGRFB-UHFFFAOYSA-N,OJICYBSWSZGRFB-UHFFFAOYSA-N,BRD-K59853741-001-01-9,,pass,cell body,"46,32",no,well level,15210
ESP0025769,D7,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,N-oxydiethylenebenzothiazole-2-sulfenamide,C1CN(CCO1)SC2=NC=3C=CC=CC3S2,"2-(morpholin-4-ylsulfanyl)-1,3-benzothiazole",7619,https://pubchem.ncbi.nlm.nih.gov/compound/7619,https://www.ebi.ac.uk/unichem/rest/inchikey/MHKLKWCYGIBEQF-UHFFFAOYSA-N,MHKLKWCYGIBEQF-UHFFFAOYSA-N,"BRD-K97360717-001-10-9,BRD-K97360717-001-09-2",,pass,cell body,47,no,well level,15336
ESP0025769,D8,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,phenyl-salicylate,OC=1C=CC=CC1C(=O)OC=2C=CC=CC2,phenyl 2-hydroxybenzoate,8361,https://pubchem.ncbi.nlm.nih.gov/compound/8361,https://www.ebi.ac.uk/unichem/rest/inchikey/ZQBAKBUEJOMQEX-UHFFFAOYSA-N,ZQBAKBUEJOMQEX-UHFFFAOYSA-N,"BRD-K44091963-001-04-9,BRD-K44091963-001-01-5",,pass,cell body,"18,45",no,well level,10063
ESP0025769,D9,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,CEFACLOR,N[C@@H](C(=O)N[C@H]1[C@H]2SCC(Cl)=C(N2C1=O)C(O)=O)c1ccccc1,"(6R,7R)-7-[[(2R)-2-amino-2-phenyl-acetyl]amino]-3-chloro-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",7048572,https://pubchem.ncbi.nlm.nih.gov/compound/7048572,https://www.ebi.ac.uk/unichem/rest/inchikey/QYIYFLOTGYLRGG-GPCCPHFNSA-N,QYIYFLOTGYLRGG-GPCCPHFNSA-N,"BRD-K20338176-001-19-9,BRD-K20338176-001-18-5,BRD-K20338176-001-17-7,BRD-K20338176-001-16-9",,pass,cell body,"34,21",no,well level,12973
ESP0025769,D10,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Metocurine,COc1ccc2C[C@@H]3c4c(CC[N+]3(C)C)cc(OC)c(OC)c4Oc5ccc(C[C@H]6c7cc(Oc1c2)c(OC)cc7CC[N+]6(C)C)cc5,"(1S,16R)-9,10,21,25-tetramethoxy-15,15,30,30-tetramethyl-7,23-dioxa-15,30-diazoniaheptacyclo[22.6.2.23,6.18,12.118,22.027,31.016,34]hexatriaconta-3(36),4,6(35),8(34),9,11,18(33),19,21,24,26,31-dodecae  ne",21233,https://pubchem.ncbi.nlm.nih.gov/compound/21233,https://www.ebi.ac.uk/unichem/rest/inchikey/JFXBEKISTKFVAB-AJQTZOPKSA-N,JFXBEKISTKFVAB-AJQTZOPKSA-N,BRD-K16484091-001-01-1,,pass,cell body,"21,94",no,well level,10707
ESP0025769,D11,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,"trans-10,cis-12-Conjugated-linoleic-acid",CCCCC/C=C\C=C/CCCCCCCCC(=O)O,"(10Z,12Z)-octadeca-10,12-dienoic acid",5282800,https://pubchem.ncbi.nlm.nih.gov/compound/5282800,https://www.ebi.ac.uk/unichem/rest/inchikey/GKJZMAHZJGSBKD-NMMTYZSQSA-N,GKJZMAHZJGSBKD-NMMTYZSQSA-N,"BRD-K26222048-001-02-9,BRD-K26222048-001-01-7",,pass,cell body,"1,67",no,well level,6965
ESP0025769,D12,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,,,,,,,,,positive,pass,cell body,"4,14",control,well level,7421
ESP0025769,E1,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,NSC636819,O=[N+]([O-])c1cc([N+](=O)[O-])c(/C=C/c2ccc(Cl)c(Cl)c2)cc1/C=C/c1ccc(Cl)c(Cl)c1,"1,5-Bis[(1E)-2-(3,4-dichlorophenyl)ethenyl]-2,4-dinitrobenzene",6288112,https://pubchem.ncbi.nlm.nih.gov/compound/6288112,https://www.ebi.ac.uk/unichem/rest/inchikey/YYZPXBXVBQSBDG-IJIVKGSJSA-N,YYZPXBXVBQSBDG-IJIVKGSJSA-N,BRD-K61120504-001-01-6,,pass,cell body,"12,54",no,well level,8971
ESP0025769,E2,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,TC-G-1005,Cc1ccc(C)c(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc32)c1,"(4-Cyclopropyl-3,4-dihydro-1(2H)-quinoxalinyl)[4-(2,5-dimethylphenoxy)-3-pyridinyl]methanone",71450251,https://pubchem.ncbi.nlm.nih.gov/compound/71450251,https://www.ebi.ac.uk/unichem/rest/inchikey/JQULIQJSYPZQMA-UHFFFAOYSA-N,JQULIQJSYPZQMA-UHFFFAOYSA-N,"BRD-K16939217-001-02-9,BRD-K16939217-001-01-3",,pass,cell body,"97,03",yes,well level,24574
ESP0025769,E3,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,"NM107, 2'-C-methylcytidine",CC1(O)C(O)C(CO)OC1N2C=CC(=NC2=O)N,"4-amino-1-[3,4-dihydroxy-5-(hydroxymethyl)-3-methyl-tetrahydrofuran-2-yl]pyrimidin-2-one",13871033,https://pubchem.ncbi.nlm.nih.gov/compound/13871033,https://www.ebi.ac.uk/unichem/rest/inchikey/PPUDLEUZKVJXSZ-UHFFFAOYSA-N,PPUDLEUZKVJXSZ-UHFFFAOYSA-N,,,pass,cell body,"14,43",no,well level,9321
ESP0025769,E4,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,1-Bromoperfluorooctane,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,"1-bromo-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-octane",9873,https://pubchem.ncbi.nlm.nih.gov/compound/9873,https://www.ebi.ac.uk/unichem/rest/inchikey/WTWWXOGTJWMJHI-UHFFFAOYSA-N,WTWWXOGTJWMJHI-UHFFFAOYSA-N,"BRD-K92988025-001-02-7,BRD-K92988025-001-01-9",,pass,cell body,"35,03",no,well level,13125
ESP0025769,E5,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,cinnamaldehyde,O=C\C=C\c1ccccc1,(E)-3-phenylprop-2-enal,307,https://pubchem.ncbi.nlm.nih.gov/compound/307,https://www.ebi.ac.uk/unichem/rest/inchikey/KJPRLNWUNMBNBZ-UHFFFAOYSA-N,KJPRLNWUNMBNBZ-UHFFFAOYSA-N,,,pass,cell body,"38,36",no,well level,13740
ESP0025769,E6,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,nebracetam,NCC1CN(Cc2ccccc2)C(=O)C1,4-(aminomethyl)-1-benzyl-pyrrolidin-2-one,25136943,https://pubchem.ncbi.nlm.nih.gov/compound/25136943,https://www.ebi.ac.uk/unichem/rest/inchikey/LCAFGJGYCUMTGS-NSHDSACASA-N,LCAFGJGYCUMTGS-NSHDSACASA-N,BRD-A51355958-003-01-9,,pass,cell body,"30,34",no,well level,12259
ESP0025769,E7,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,tolonidine,Cc1ccc(NC2=NCCN2)c(Cl)c1,"N-(2-chloro-4-methylphenyl)-4,5-dihydro-1H-imidazol-2-amine",72138,https://pubchem.ncbi.nlm.nih.gov/compound/72138,https://www.ebi.ac.uk/unichem/rest/inchikey/KWBTZIFLQYYPTH-UHFFFAOYSA-N,KWBTZIFLQYYPTH-UHFFFAOYSA-N,BRD-K82687598-001-01-6,,pass,cell body,"19,02",no,well level,10168
ESP0025769,E8,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,BL-5583,OC(=O)C1=CC=2C=CC=CC2S1,1-benzothiophene-2-carboxylic acid,95864,https://pubchem.ncbi.nlm.nih.gov/compound/95864,https://www.ebi.ac.uk/unichem/rest/inchikey/DYSJMQABFPKAQM-UHFFFAOYSA-N,DYSJMQABFPKAQM-UHFFFAOYSA-N,BRD-K75282704-001-02-4,,pass,cell body,"23,73",no,well level,11038
ESP0025769,E9,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,LIOTHYRONINE,N[C@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(O)=O,"(2R)-2-amino-3-[4-(4-hydroxy-3-iodo-phenoxy)-3,5-diiodo-phenyl]propanoic acid",71212,https://pubchem.ncbi.nlm.nih.gov/compound/71212,https://www.ebi.ac.uk/unichem/rest/inchikey/AUYYCJSJGJYCDS-GFCCVEGCSA-N,AUYYCJSJGJYCDS-GFCCVEGCSA-N,BRD-K46428823-001-02-5,,pass,cell body,"34,31",no,well level,12992
ESP0025769,E10,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,VLX600,C/C(C1=NC=CC=C1)=N/NC2=NC3=C(C(C=CC=C4C)=C4N3)N=N2,"6-methyl-N-[(Z)-1-(2-pyridyl)ethylideneamino]-5H-[1,2,4]triazino[5,6-b]indol-3-amine",6413301,https://pubchem.ncbi.nlm.nih.gov/compound/6413301,https://www.ebi.ac.uk/unichem/rest/inchikey/UQOSBPRTQFFUOA-NHDPSOOVSA-N,UQOSBPRTQFFUOA-NHDPSOOVSA-N,BRD-K89053832-001-01-0,,pass,cell body,"60,14",no,well level,17762
ESP0025769,E11,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,ravuconazole,FC(C=C(F)C=C1)=C1[C@](CN2N=CN=C2)(O)[C@@H](C)C3=NC(C4=CC=C(C#N)C=C4)=CS3,"4-[2-[(1R,2R)-2-(2,4-difluorophenyl)-2-hydroxy-1-methyl-3-(1,2,4-triazol-1-yl)propyl]thiazol-4-yl]benzonitrile",467825,https://pubchem.ncbi.nlm.nih.gov/compound/467825,https://www.ebi.ac.uk/unichem/rest/inchikey/OPAHEYNNJWPQPX-RCDICMHDSA-N,OPAHEYNNJWPQPX-RCDICMHDSA-N,BRD-K03503561-001-01-4,,pass,cell body,"-1,24",no,well level,6426
ESP0025769,E12,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,,,,,,,,,positive,pass,cell body,"99,18",control,well level,24972
ESP0025769,F1,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,NS-9283,N#Cc1cccc(-c2nc(-c3cccnc3)no2)c1,"3-[3-(3-Pyridinyl)-1,2,4-oxadiazol-5-yl]benzonitrile",11998180,https://pubchem.ncbi.nlm.nih.gov/compound/11998180,https://www.ebi.ac.uk/unichem/rest/inchikey/HGFXDSQLRSWUBO-UHFFFAOYSA-N,HGFXDSQLRSWUBO-UHFFFAOYSA-N,"BRD-K40176866-001-02-9,BRD-K40176866-001-01-6",,pass,cell body,"-1,04",no,well level,6463
ESP0025769,F2,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,JNJ-16259685,CO[C@H]1CC[C@@H](C(=O)c2ccc3nc4c(cc3c2)CCCO4)CC1,"(3,4-Dihydro-2H-pyrano[2,3-b]quinolin-7-yl)-(cis-4-methoxycyclohexyl)-methanone",,,https://www.ebi.ac.uk/unichem/rest/inchikey/QOTAQTRFJWLFCR-XFHMXUHZSA-N,QOTAQTRFJWLFCR-XFHMXUHZSA-N,"BRD-K25596805-001-02-6,BRD-K25596805-001-01-8,BRD-K25596805-001-03-9",,pass,cell body,"23,12",no,well level,10926
ESP0025769,F3,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Isobutyramide,CC(C)C(=O)N,2-methylpropanamide,68424,https://pubchem.ncbi.nlm.nih.gov/compound/68424,https://www.ebi.ac.uk/unichem/rest/inchikey/WFKAJVHLWXSISD-UHFFFAOYSA-N,WFKAJVHLWXSISD-UHFFFAOYSA-N,BRD-K54057105-001-01-2,,pass,cell body,"2,45",no,well level,7108
ESP0025769,F4,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Dolastin-10,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc2ccccc2)c3nccs3)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C,"(2S)-N,3-dimethyl-2-[[(2S)-2-(dimethylamino)-3-methyl-butanoyl]amino]-N-[(1S,2R)-2-methoxy-4-oxo-1-[(1S)-1-methylpropyl]-4-[(2S)-2-[(1R,2R)-1-methoxy-2-methyl-3-oxo-3-[[(1S)-2-phenyl-1-thiazol-2-yl-et hyl]amino]propyl]pyrrolidin-1-yl]butyl]butanamide",9810929,https://pubchem.ncbi.nlm.nih.gov/compound/9810929,https://www.ebi.ac.uk/unichem/rest/inchikey/OFDNQWIFNXBECV-VFSYNPLYSA-N,OFDNQWIFNXBECV-VFSYNPLYSA-N,"BRD-K78567475-001-01-4,BRD-K78567475-001-02-9",,pass,cell body,"18,67",no,well level,10103
ESP0025769,F5,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Tetradecyl Nicotinate,CCCCCCCCCCCCCCOC(=O)c1cccnc1,tetradecyl nicotinate,531641,https://pubchem.ncbi.nlm.nih.gov/compound/531641,https://www.ebi.ac.uk/unichem/rest/inchikey/TVGLGJWCZSCAEM-UHFFFAOYSA-N,TVGLGJWCZSCAEM-UHFFFAOYSA-N,BRD-K88153212-001-01-9,,pass,cell body,"67,49",no,well level,19119
ESP0025769,F6,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,"benzenemethanol,-2,5-dimethyl-[[(1-methylethyl)amino]methyl]",CC(C)NCC(O)C=1C=C(C)C=CC1C,"1-(2,5-dimethylphenyl)-2-[(propan-2-yl)amino]ethan-1-ol",92279095,https://pubchem.ncbi.nlm.nih.gov/compound/92279095,https://www.ebi.ac.uk/unichem/rest/inchikey/PHFWPIKQCFQPJY-CYBMUJFWSA-N,PHFWPIKQCFQPJY-CYBMUJFWSA-N,BRD-A98083480-001-01-3,,pass,cell body,"54,51",no,well level,16722
ESP0025769,F7,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,2-methyl-5-nitrophenol,CC=1C=CC(=CC1O)[N+](=O)[O-],2-methyl-5-nitrophenol,93576,https://pubchem.ncbi.nlm.nih.gov/compound/93576,https://www.ebi.ac.uk/unichem/rest/inchikey/UMFDLIXUUJMPSI-UHFFFAOYSA-N,UMFDLIXUUJMPSI-UHFFFAOYSA-N,"BRD-K22327730-001-02-9,BRD-K22327730-001-01-1",,pass,cell body,"15,11",no,well level,9447
ESP0025769,F8,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,cis-aconitic-acid,OC(=O)CC(=CC(=O)O)C(=O)O,"prop-1-ene-1,2,3-tricarboxylic acid",643757,https://pubchem.ncbi.nlm.nih.gov/compound/643757,https://www.ebi.ac.uk/unichem/rest/inchikey/GTZCVFVGUGFEME-IWQZZHSRSA-N,GTZCVFVGUGFEME-IWQZZHSRSA-N,BRD-K71756122-001-02-5,,pass,cell body,"46,2",no,well level,15187
ESP0025769,F9,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,ALLANTOIN,NC(=O)NC1NC(=O)NC1=O,"(2,5-dioxoimidazolidin-4-yl)urea",439714,https://pubchem.ncbi.nlm.nih.gov/compound/439714,https://www.ebi.ac.uk/unichem/rest/inchikey/POJWUDADGALRAB-SFOWXEAESA-N,POJWUDADGALRAB-SFOWXEAESA-N,BRD-A96407378-001-15-1,,pass,cell body,"9,66",no,well level,8439
ESP0025769,F10,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,SNAP,O=NSC(C)(C)C(NC(=O)C)C(=O)O,2-acetamido-3-methyl-3-nitrososulfanyl-butanoic acid,,,https://www.ebi.ac.uk/unichem/rest/inchikey/MLXCQEWOIZBBDM-YFKPBYRVSA-N,MLXCQEWOIZBBDM-YFKPBYRVSA-N,"BRD-A67006024-001-05-5,BRD-A67006024-001-04-8",,pass,cell body,"31,78",no,well level,12525
ESP0025769,F11,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,HEXESTROL,CC[C@@H]([C@@H](CC)c1ccc(O)cc1)c1ccc(O)cc1,4-[1-ethyl-2-(4-hydroxyphenyl)butyl]phenol,192197,https://pubchem.ncbi.nlm.nih.gov/compound/192197,https://www.ebi.ac.uk/unichem/rest/inchikey/PBBGSZCBWVPOOL-HDICACEKSA-N,PBBGSZCBWVPOOL-HDICACEKSA-N,"BRD-K69253806-001-02-0,BRD-K69253806-001-03-8,BRD-K69253806-001-05-3",,pass,cell body,"0,56",no,well level,6759
ESP0025769,F12,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,,,,,,,,,positive,pass,cell body,"99,31",control,well level,24996
ESP0025769,G1,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,zebularine,O=c1ncccn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,"1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]-2(1H)-pyrimidinone",46783268,https://pubchem.ncbi.nlm.nih.gov/compound/46783268,https://www.ebi.ac.uk/unichem/rest/inchikey/RPQZTTQVRYEKCR-JJFBUQMESA-N,RPQZTTQVRYEKCR-JJFBUQMESA-N,,,pass,cell body,"-9,26",no,well level,4946
ESP0025769,G2,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,LY2183240,CN(C)C(=O)n1nnnc1Cc1ccc(-c2ccccc2)cc1,"5-[(1,1'-Biphenyl]-4-yl)methyl]-N,N-dimethyl-1H-tetrazole-1-carboxamide",11507802,https://pubchem.ncbi.nlm.nih.gov/compound/11507802,https://www.ebi.ac.uk/unichem/rest/inchikey/GZNIYOXWFCDBBJ-UHFFFAOYSA-N,GZNIYOXWFCDBBJ-UHFFFAOYSA-N,"BRD-K37865504-001-05-8,BRD-K37865504-001-04-1",,pass,cell body,"26,12",no,well level,11479
ESP0025769,G3,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Iodoantipyrine,Cc1c(I)c(=O)n(-c2ccccc2)n1C,"4-iodo-1,5-dimethyl-2-phenyl-1,2-dihydro-3H-pyrazol-3-one",8522,https://pubchem.ncbi.nlm.nih.gov/compound/8522,https://www.ebi.ac.uk/unichem/rest/inchikey/ZZOBLCHCPLOXCE-UHFFFAOYSA-N,ZZOBLCHCPLOXCE-UHFFFAOYSA-N,BRD-K69216798-001-01-9,,pass,cell body,"9,99",no,well level,8501
ESP0025769,G4,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,L-Methionine methylsulfonium iodide,CSCC[C@H](N)C(=O)O,L-methionine,7098638,https://pubchem.ncbi.nlm.nih.gov/compound/7098638,https://www.ebi.ac.uk/unichem/rest/inchikey/YDBYJHTYSHBBAU-YFKPBYRVSA-O,YDBYJHTYSHBBAU-YFKPBYRVSA-O,"BRD-K41504985-005-01-5,BRD-K41504985-003-02-9",,pass,cell body,"20,12",no,well level,10371
ESP0025769,G5,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,5-Hydroxy-1H-imidazole-4-carboxamide,C1=NC(=C([NH]1)C(=O)N)O,4-hydroxy-1H-imidazole-5-carboxamide,13371802,https://pubchem.ncbi.nlm.nih.gov/compound/13371802,https://www.ebi.ac.uk/unichem/rest/inchikey/PXQCVBRDIZZRGM-UHFFFAOYSA-N,PXQCVBRDIZZRGM-UHFFFAOYSA-N,"BRD-K70053378-001-02-9,BRD-K70053378-001-01-1",,pass,cell body,"39,34",no,well level,13921
ESP0025769,G6,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,napirimus,CN1C=C(C=C1C(=O)O)C(=O)C=2C=CC=C3C=CC=CC23,1-methyl-4-(naphthalene-1-carbonyl)-1H-pyrrole-2-carboxylic acid,3047779,https://pubchem.ncbi.nlm.nih.gov/compound/3047779,https://www.ebi.ac.uk/unichem/rest/inchikey/CNUPQURTHORUGH-UHFFFAOYSA-N,CNUPQURTHORUGH-UHFFFAOYSA-N,BRD-K91234829-001-01-7,,pass,cell body,"42,7",no,well level,14542
ESP0025769,G7,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,phenprocoumon,CCC(C=1C=CC=CC1)C2=C(O)C=3C=CC=CC3OC2=O,4-hydroxy-3-(1-phenylpropyl)-2H-chromen-2-one,54681533,https://pubchem.ncbi.nlm.nih.gov/compound/54681533,https://www.ebi.ac.uk/unichem/rest/inchikey/DQDAYGNAKTZFIW-ZDUSSCGKSA-N,DQDAYGNAKTZFIW-ZDUSSCGKSA-N,BRD-A49838158-001-01-1,,pass,cell body,"21,94",no,well level,10707
