Plate,Well,Characteristics [Organism 1],Term Source 1 REF,Term Source 1 Accession,Characteristics [Organism 2],Term Source 2 REF,Term Source 2 Accession,Characteristics [Cell Line],Term Source 3 REF,Term Source 3 Accession,Compound Identifier,Compound Name,Compound SMILES,Compound IUPAC Name,Compound PubChem CID,Compound PubChem URL,Compound Unichem URL,Compound Broad Identifier,Control Type,Channels,Compound Concentration (microMolar),Percentage Inhibition (DPC),Cells - Number of Objects,Hit Compound (over 75% activity),Phenoptye Annotation Level
ESP0025712,D5,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K04568635,Octenidine Dihydrochloride,CCCCCCCCN=c1ccn(CCCCCCCCCCn2ccc(=NCCCCCCCC)cc2)cc1,N-(1-[10-(4-(octylimino)-1(4H)-pyridinyl)decyl]-4(1H)-pyridinylidene)-1-octanamine,51167,https://pubchem.ncbi.nlm.nih.gov/compound/51167,https://www.ebi.ac.uk/unichem/rest/inchikey/ZVXNYZWXUADSRV-UHFFFAOYSA-N,BRD-K04568635-300-01-4,,cell body,"0,63","-6,49",7082,yes,well level
ESP0025712,D6,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K87909389,alvocidib,CN(CC3)C[C@@H](O)[C@H]3[C@]1=C(OC(C4=CC=CC=C4Cl)=CC2=O)C2=C(O)C=C1O,"2-(2-Chlorophenyl)-5,7-dihydroxy-8-[(3S,4R)-3-hydroxy-1-methyl-4-piperidinyl]-4H-1-benzopyran-4-one hydrochloride",5287969,https://pubchem.ncbi.nlm.nih.gov/compound/5287969,https://www.ebi.ac.uk/unichem/rest/inchikey/BIIVYFLTOXDAOV-YVEFUNNKSA-N,"BRD-K87909389-003-09-9,BRD-K87909389-003-04-2,BRD-K87909389-003-03-4",,cell body,"0,63","25,55",13729,yes,well level
ESP0025712,D7,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K97152684,PD-161570,ClC1=CC=CC(Cl)=C1C3=CC2=CN=C(NCCCCN(CC)CC)N=C2N=C3NC(NC(C)(C)C)=O,"N-[6-(2,6-Dichlorophenyl)-2-[[4-(diethylamino)butyl]amino]pyrido[2,3-d]pyrimidin-7-yl]-N'-(1,1-dimethylethyl)urea",5328135,https://pubchem.ncbi.nlm.nih.gov/compound/5328135,https://www.ebi.ac.uk/unichem/rest/inchikey/MKVMEJKNLUWFSQ-UHFFFAOYSA-N,"BRD-K97152684-001-02-7,BRD-K97152684-001-01-9,BRD-K97152684-001-03-9",,cell body,"0,63",9,10296,yes,well level
ESP0025712,D8,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K95573441,PFK-015,O=C(C1=CC=NC=C1)/C=C/C2=NC3=CC=CC=C3C=C2,(E)-1-(4-pyridyl)-3-(2-quinolyl)prop-2-en-1-one,25142799,https://pubchem.ncbi.nlm.nih.gov/compound/25142799,https://www.ebi.ac.uk/unichem/rest/inchikey/UJJUKZPBUMCSJZ-BQYQJAHWSA-N,"BRD-K95573441-001-02-0,BRD-K95573441-001-01-2",,cell body,"0,63","2,63",8974,yes,well level
ESP0025712,D9,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_A39255369,DCPIB,CCCCC1(CC2=C(C1=O)C(Cl)=C(Cl)C(OCCCC(O)=O)=C2)C1CCCC1,"4-[(2-Butyl-6,7-dichloro-2-cyclopentyl-2,3-dihydro-1-oxo-1H-inden-5-yl)oxy]butanoic acid",12761153,https://pubchem.ncbi.nlm.nih.gov/compound/12761153,https://www.ebi.ac.uk/unichem/rest/inchikey/KHKGTPJPBOQECW-QFIPXVFZSA-N,BRD-A39255369-001-03-1,,cell body,"0,63","2,56",8958,yes,well level
ESP0025712,D10,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K95292280,SB-657510,BrC1=CC(OC)=C(OC)C=C1S(NC2=CC=C(Cl)C(O[C@H]3CN(C)CC3)=C2)(=O)=O,"2-Bromo-N-[4-chloro-3-[[(3R)-1-methyl-3-pyrrolidinyl]oxy]phenyl]-4,5-dimethoxybenzenesulfonamide",11272107,https://pubchem.ncbi.nlm.nih.gov/compound/11272107,https://www.ebi.ac.uk/unichem/rest/inchikey/KQCZCINJGIRLCD-CYBMUJFWSA-N,"BRD-K95292280-001-02-1,BRD-K95292280-001-01-3,BRD-K95292280-001-03-9",,cell body,"0,63","6,63",9804,yes,well level
ESP0025712,D11,,,,,,,,,,,,,,,,,,positive,cell body,0,"-4,42",7510,,
ESP0025712,D12,,,,,,,,,,,,,,,,,,negative,cell body,0,"71,72",23310,,
ESP0025712,E1,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K82795137,LORATADINE,CCOC(=O)N1CCC(CC1)=C1c2ccc(Cl)cc2CCc2cccnc12,"ethyl 4-(13-chloro-4-azatricyclo[9.4.0.03,8]pentadeca-1(15),3(8),4,6,11,13-hexaen-2-ylidene)piperidine-1-carboxylate",3957,https://pubchem.ncbi.nlm.nih.gov/compound/3957,https://www.ebi.ac.uk/unichem/rest/inchikey/JCCNYMKQOSZNPW-UHFFFAOYSA-N,"BRD-K82795137-001-28-8,BRD-K82795137-001-26-2,BRD-K82795137-001-24-7,BRD-K82795137-001-29-9,BRD-K82795137-001-25-4",,cell body,"0,2","-9,25",6508,yes,well level
ESP0025712,E2,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K62996583,lidoflazine,Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,"2-[4-[4,4-bis(4-fluorophenyl)butyl]piperazin-1-yl]-N-(2,6-dimethylphenyl)acetamide",3926,https://pubchem.ncbi.nlm.nih.gov/compound/3926,https://www.ebi.ac.uk/unichem/rest/inchikey/ZBIAKUMOEKILTF-UHFFFAOYSA-N,"BRD-K62996583-001-11-9,BRD-K62996583-001-10-3",,cell body,"0,2","4,18",9295,yes,well level
ESP0025712,E3,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K32218650,MBX-2982,CCC1=CN=C(N2CCC(C3=NC(COC4=CC=C(N5N=NN=C5)C=C4)=CS3)CC2)N=C1,2-[1-(5-ethylpyrimidin-2-yl)-4-piperidyl]-4-[[4-(tetrazol-1-yl)phenoxy]methyl]thiazole,25025505,https://pubchem.ncbi.nlm.nih.gov/compound/25025505,https://www.ebi.ac.uk/unichem/rest/inchikey/NFTMKHWBOINJGM-UHFFFAOYSA-N,"BRD-K32218650-001-01-6,BRD-K32218650-001-02-9",,cell body,"0,2","6,6",9797,yes,well level
ESP0025712,E4,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_A41774846,algestone-acetophenide,CC(=O)[C@@]12OC(C)(O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]21C)c1ccccc1,"(1R,2S,4R,8S,9S,12S,13R)-8-acetyl-6,9,13-trimethyl-6-phenyl-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icos-17-en-16-one",102011,https://pubchem.ncbi.nlm.nih.gov/compound/102011,https://www.ebi.ac.uk/unichem/rest/inchikey/AHBKIEXBQNRDNL-BXXPAUNWSA-N,,,cell body,"0,2","-1,97",8019,yes,well level
ESP0025712,E5,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K04568635,Octenidine Dihydrochloride,CCCCCCCCN=c1ccn(CCCCCCCCCCn2ccc(=NCCCCCCCC)cc2)cc1,N-(1-[10-(4-(octylimino)-1(4H)-pyridinyl)decyl]-4(1H)-pyridinylidene)-1-octanamine,51167,https://pubchem.ncbi.nlm.nih.gov/compound/51167,https://www.ebi.ac.uk/unichem/rest/inchikey/ZVXNYZWXUADSRV-UHFFFAOYSA-N,BRD-K04568635-300-01-4,,cell body,"0,2","3,44",9141,yes,well level
ESP0025712,E6,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K87909389,alvocidib,CN(CC3)C[C@@H](O)[C@H]3[C@]1=C(OC(C4=CC=CC=C4Cl)=CC2=O)C2=C(O)C=C1O,"2-(2-Chlorophenyl)-5,7-dihydroxy-8-[(3S,4R)-3-hydroxy-1-methyl-4-piperidinyl]-4H-1-benzopyran-4-one hydrochloride",5287969,https://pubchem.ncbi.nlm.nih.gov/compound/5287969,https://www.ebi.ac.uk/unichem/rest/inchikey/BIIVYFLTOXDAOV-YVEFUNNKSA-N,"BRD-K87909389-003-09-9,BRD-K87909389-003-04-2,BRD-K87909389-003-03-4",,cell body,"0,2","-21,34",4000,yes,well level
ESP0025712,E7,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K97152684,PD-161570,ClC1=CC=CC(Cl)=C1C3=CC2=CN=C(NCCCCN(CC)CC)N=C2N=C3NC(NC(C)(C)C)=O,"N-[6-(2,6-Dichlorophenyl)-2-[[4-(diethylamino)butyl]amino]pyrido[2,3-d]pyrimidin-7-yl]-N'-(1,1-dimethylethyl)urea",5328135,https://pubchem.ncbi.nlm.nih.gov/compound/5328135,https://www.ebi.ac.uk/unichem/rest/inchikey/MKVMEJKNLUWFSQ-UHFFFAOYSA-N,"BRD-K97152684-001-02-7,BRD-K97152684-001-01-9,BRD-K97152684-001-03-9",,cell body,"0,2","0,83",8599,yes,well level
ESP0025712,E8,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K95573441,PFK-015,O=C(C1=CC=NC=C1)/C=C/C2=NC3=CC=CC=C3C=C2,(E)-1-(4-pyridyl)-3-(2-quinolyl)prop-2-en-1-one,25142799,https://pubchem.ncbi.nlm.nih.gov/compound/25142799,https://www.ebi.ac.uk/unichem/rest/inchikey/UJJUKZPBUMCSJZ-BQYQJAHWSA-N,"BRD-K95573441-001-02-0,BRD-K95573441-001-01-2",,cell body,"0,2","10,98",10707,yes,well level
ESP0025712,E9,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_A39255369,DCPIB,CCCCC1(CC2=C(C1=O)C(Cl)=C(Cl)C(OCCCC(O)=O)=C2)C1CCCC1,"4-[(2-Butyl-6,7-dichloro-2-cyclopentyl-2,3-dihydro-1-oxo-1H-inden-5-yl)oxy]butanoic acid",12761153,https://pubchem.ncbi.nlm.nih.gov/compound/12761153,https://www.ebi.ac.uk/unichem/rest/inchikey/KHKGTPJPBOQECW-QFIPXVFZSA-N,BRD-A39255369-001-03-1,,cell body,"0,2","0,92",8619,yes,well level
ESP0025712,E10,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K95292280,SB-657510,BrC1=CC(OC)=C(OC)C=C1S(NC2=CC=C(Cl)C(O[C@H]3CN(C)CC3)=C2)(=O)=O,"2-Bromo-N-[4-chloro-3-[[(3R)-1-methyl-3-pyrrolidinyl]oxy]phenyl]-4,5-dimethoxybenzenesulfonamide",11272107,https://pubchem.ncbi.nlm.nih.gov/compound/11272107,https://www.ebi.ac.uk/unichem/rest/inchikey/KQCZCINJGIRLCD-CYBMUJFWSA-N,"BRD-K95292280-001-02-1,BRD-K95292280-001-01-3,BRD-K95292280-001-03-9",,cell body,"0,2","-1,52",8112,yes,well level
ESP0025712,E11,,,,,,,,,,,,,,,,,,positive,cell body,0,"4,39",9338,,
ESP0025712,E12,,,,,,,,,,,,,,,,,,negative,cell body,0,"97,87",28735,,
ESP0025712,F1,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K82795137,LORATADINE,CCOC(=O)N1CCC(CC1)=C1c2ccc(Cl)cc2CCc2cccnc12,"ethyl 4-(13-chloro-4-azatricyclo[9.4.0.03,8]pentadeca-1(15),3(8),4,6,11,13-hexaen-2-ylidene)piperidine-1-carboxylate",3957,https://pubchem.ncbi.nlm.nih.gov/compound/3957,https://www.ebi.ac.uk/unichem/rest/inchikey/JCCNYMKQOSZNPW-UHFFFAOYSA-N,"BRD-K82795137-001-28-8,BRD-K82795137-001-26-2,BRD-K82795137-001-24-7,BRD-K82795137-001-29-9,BRD-K82795137-001-25-4",,cell body,63,"-6,64",7050,yes,well level
ESP0025712,F2,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K62996583,lidoflazine,Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,"2-[4-[4,4-bis(4-fluorophenyl)butyl]piperazin-1-yl]-N-(2,6-dimethylphenyl)acetamide",3926,https://pubchem.ncbi.nlm.nih.gov/compound/3926,https://www.ebi.ac.uk/unichem/rest/inchikey/ZBIAKUMOEKILTF-UHFFFAOYSA-N,"BRD-K62996583-001-11-9,BRD-K62996583-001-10-3",,cell body,63,"5,59",9588,yes,well level
ESP0025712,F3,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K32218650,MBX-2982,CCC1=CN=C(N2CCC(C3=NC(COC4=CC=C(N5N=NN=C5)C=C4)=CS3)CC2)N=C1,2-[1-(5-ethylpyrimidin-2-yl)-4-piperidyl]-4-[[4-(tetrazol-1-yl)phenoxy]methyl]thiazole,25025505,https://pubchem.ncbi.nlm.nih.gov/compound/25025505,https://www.ebi.ac.uk/unichem/rest/inchikey/NFTMKHWBOINJGM-UHFFFAOYSA-N,"BRD-K32218650-001-01-6,BRD-K32218650-001-02-9",,cell body,63,"2,08",8860,yes,well level
ESP0025712,F4,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_A41774846,algestone-acetophenide,CC(=O)[C@@]12OC(C)(O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]21C)c1ccccc1,"(1R,2S,4R,8S,9S,12S,13R)-8-acetyl-6,9,13-trimethyl-6-phenyl-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icos-17-en-16-one",102011,https://pubchem.ncbi.nlm.nih.gov/compound/102011,https://www.ebi.ac.uk/unichem/rest/inchikey/AHBKIEXBQNRDNL-BXXPAUNWSA-N,,,cell body,63,"3,51",9157,yes,well level
ESP0025712,F5,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K04568635,Octenidine Dihydrochloride,CCCCCCCCN=c1ccn(CCCCCCCCCCn2ccc(=NCCCCCCCC)cc2)cc1,N-(1-[10-(4-(octylimino)-1(4H)-pyridinyl)decyl]-4(1H)-pyridinylidene)-1-octanamine,51167,https://pubchem.ncbi.nlm.nih.gov/compound/51167,https://www.ebi.ac.uk/unichem/rest/inchikey/ZVXNYZWXUADSRV-UHFFFAOYSA-N,BRD-K04568635-300-01-4,,cell body,63,"4,05",9269,yes,well level
ESP0025712,F6,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K87909389,alvocidib,CN(CC3)C[C@@H](O)[C@H]3[C@]1=C(OC(C4=CC=CC=C4Cl)=CC2=O)C2=C(O)C=C1O,"2-(2-Chlorophenyl)-5,7-dihydroxy-8-[(3S,4R)-3-hydroxy-1-methyl-4-piperidinyl]-4H-1-benzopyran-4-one hydrochloride",5287969,https://pubchem.ncbi.nlm.nih.gov/compound/5287969,https://www.ebi.ac.uk/unichem/rest/inchikey/BIIVYFLTOXDAOV-YVEFUNNKSA-N,"BRD-K87909389-003-09-9,BRD-K87909389-003-04-2,BRD-K87909389-003-03-4",,cell body,63,-24,3447,yes,well level
ESP0025712,F7,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K97152684,PD-161570,ClC1=CC=CC(Cl)=C1C3=CC2=CN=C(NCCCCN(CC)CC)N=C2N=C3NC(NC(C)(C)C)=O,"N-[6-(2,6-Dichlorophenyl)-2-[[4-(diethylamino)butyl]amino]pyrido[2,3-d]pyrimidin-7-yl]-N'-(1,1-dimethylethyl)urea",5328135,https://pubchem.ncbi.nlm.nih.gov/compound/5328135,https://www.ebi.ac.uk/unichem/rest/inchikey/MKVMEJKNLUWFSQ-UHFFFAOYSA-N,"BRD-K97152684-001-02-7,BRD-K97152684-001-01-9,BRD-K97152684-001-03-9",,cell body,63,"3,05",9061,yes,well level
ESP0025712,F8,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K95573441,PFK-015,O=C(C1=CC=NC=C1)/C=C/C2=NC3=CC=CC=C3C=C2,(E)-1-(4-pyridyl)-3-(2-quinolyl)prop-2-en-1-one,25142799,https://pubchem.ncbi.nlm.nih.gov/compound/25142799,https://www.ebi.ac.uk/unichem/rest/inchikey/UJJUKZPBUMCSJZ-BQYQJAHWSA-N,"BRD-K95573441-001-02-0,BRD-K95573441-001-01-2",,cell body,63,"5,04",9473,yes,well level
ESP0025712,F9,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_A39255369,DCPIB,CCCCC1(CC2=C(C1=O)C(Cl)=C(Cl)C(OCCCC(O)=O)=C2)C1CCCC1,"4-[(2-Butyl-6,7-dichloro-2-cyclopentyl-2,3-dihydro-1-oxo-1H-inden-5-yl)oxy]butanoic acid",12761153,https://pubchem.ncbi.nlm.nih.gov/compound/12761153,https://www.ebi.ac.uk/unichem/rest/inchikey/KHKGTPJPBOQECW-QFIPXVFZSA-N,BRD-A39255369-001-03-1,,cell body,63,"4,53",9367,yes,well level
ESP0025712,F10,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K95292280,SB-657510,BrC1=CC(OC)=C(OC)C=C1S(NC2=CC=C(Cl)C(O[C@H]3CN(C)CC3)=C2)(=O)=O,"2-Bromo-N-[4-chloro-3-[[(3R)-1-methyl-3-pyrrolidinyl]oxy]phenyl]-4,5-dimethoxybenzenesulfonamide",11272107,https://pubchem.ncbi.nlm.nih.gov/compound/11272107,https://www.ebi.ac.uk/unichem/rest/inchikey/KQCZCINJGIRLCD-CYBMUJFWSA-N,"BRD-K95292280-001-02-1,BRD-K95292280-001-01-3,BRD-K95292280-001-03-9",,cell body,63,"6,08",9689,yes,well level
ESP0025712,F11,,,,,,,,,,,,,,,,,,positive,cell body,0,"5,58",9586,,
ESP0025712,F12,,,,,,,,,,,,,,,,,,negative,cell body,0,"99,22",29015,,
ESP0025712,G1,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K82795137,LORATADINE,CCOC(=O)N1CCC(CC1)=C1c2ccc(Cl)cc2CCc2cccnc12,"ethyl 4-(13-chloro-4-azatricyclo[9.4.0.03,8]pentadeca-1(15),3(8),4,6,11,13-hexaen-2-ylidene)piperidine-1-carboxylate",3957,https://pubchem.ncbi.nlm.nih.gov/compound/3957,https://www.ebi.ac.uk/unichem/rest/inchikey/JCCNYMKQOSZNPW-UHFFFAOYSA-N,"BRD-K82795137-001-28-8,BRD-K82795137-001-26-2,BRD-K82795137-001-24-7,BRD-K82795137-001-29-9,BRD-K82795137-001-25-4",,cell body,"0,02","-10,93",6159,yes,well level
ESP0025712,G2,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K62996583,lidoflazine,Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,"2-[4-[4,4-bis(4-fluorophenyl)butyl]piperazin-1-yl]-N-(2,6-dimethylphenyl)acetamide",3926,https://pubchem.ncbi.nlm.nih.gov/compound/3926,https://www.ebi.ac.uk/unichem/rest/inchikey/ZBIAKUMOEKILTF-UHFFFAOYSA-N,"BRD-K62996583-001-11-9,BRD-K62996583-001-10-3",,cell body,"0,02","2,51",8949,yes,well level
ESP0025712,G3,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K32218650,MBX-2982,CCC1=CN=C(N2CCC(C3=NC(COC4=CC=C(N5N=NN=C5)C=C4)=CS3)CC2)N=C1,2-[1-(5-ethylpyrimidin-2-yl)-4-piperidyl]-4-[[4-(tetrazol-1-yl)phenoxy]methyl]thiazole,25025505,https://pubchem.ncbi.nlm.nih.gov/compound/25025505,https://www.ebi.ac.uk/unichem/rest/inchikey/NFTMKHWBOINJGM-UHFFFAOYSA-N,"BRD-K32218650-001-01-6,BRD-K32218650-001-02-9",,cell body,"0,02","6,62",9802,yes,well level
ESP0025712,G4,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_A41774846,algestone-acetophenide,CC(=O)[C@@]12OC(C)(O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]21C)c1ccccc1,"(1R,2S,4R,8S,9S,12S,13R)-8-acetyl-6,9,13-trimethyl-6-phenyl-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icos-17-en-16-one",102011,https://pubchem.ncbi.nlm.nih.gov/compound/102011,https://www.ebi.ac.uk/unichem/rest/inchikey/AHBKIEXBQNRDNL-BXXPAUNWSA-N,,,cell body,"0,02","4,58",9378,yes,well level
ESP0025712,G5,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K04568635,Octenidine Dihydrochloride,CCCCCCCCN=c1ccn(CCCCCCCCCCn2ccc(=NCCCCCCCC)cc2)cc1,N-(1-[10-(4-(octylimino)-1(4H)-pyridinyl)decyl]-4(1H)-pyridinylidene)-1-octanamine,51167,https://pubchem.ncbi.nlm.nih.gov/compound/51167,https://www.ebi.ac.uk/unichem/rest/inchikey/ZVXNYZWXUADSRV-UHFFFAOYSA-N,BRD-K04568635-300-01-4,,cell body,"0,02","7,66",10018,yes,well level
ESP0025712,G6,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K87909389,alvocidib,CN(CC3)C[C@@H](O)[C@H]3[C@]1=C(OC(C4=CC=CC=C4Cl)=CC2=O)C2=C(O)C=C1O,"2-(2-Chlorophenyl)-5,7-dihydroxy-8-[(3S,4R)-3-hydroxy-1-methyl-4-piperidinyl]-4H-1-benzopyran-4-one hydrochloride",5287969,https://pubchem.ncbi.nlm.nih.gov/compound/5287969,https://www.ebi.ac.uk/unichem/rest/inchikey/BIIVYFLTOXDAOV-YVEFUNNKSA-N,"BRD-K87909389-003-09-9,BRD-K87909389-003-04-2,BRD-K87909389-003-03-4",,cell body,"0,02","-14,35",5450,yes,well level
ESP0025712,G7,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K97152684,PD-161570,ClC1=CC=CC(Cl)=C1C3=CC2=CN=C(NCCCCN(CC)CC)N=C2N=C3NC(NC(C)(C)C)=O,"N-[6-(2,6-Dichlorophenyl)-2-[[4-(diethylamino)butyl]amino]pyrido[2,3-d]pyrimidin-7-yl]-N'-(1,1-dimethylethyl)urea",5328135,https://pubchem.ncbi.nlm.nih.gov/compound/5328135,https://www.ebi.ac.uk/unichem/rest/inchikey/MKVMEJKNLUWFSQ-UHFFFAOYSA-N,"BRD-K97152684-001-02-7,BRD-K97152684-001-01-9,BRD-K97152684-001-03-9",,cell body,"0,02","3,06",9063,yes,well level
ESP0025712,G8,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K95573441,PFK-015,O=C(C1=CC=NC=C1)/C=C/C2=NC3=CC=CC=C3C=C2,(E)-1-(4-pyridyl)-3-(2-quinolyl)prop-2-en-1-one,25142799,https://pubchem.ncbi.nlm.nih.gov/compound/25142799,https://www.ebi.ac.uk/unichem/rest/inchikey/UJJUKZPBUMCSJZ-BQYQJAHWSA-N,"BRD-K95573441-001-02-0,BRD-K95573441-001-01-2",,cell body,"0,02","1,77",8795,yes,well level
ESP0025712,G9,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_A39255369,DCPIB,CCCCC1(CC2=C(C1=O)C(Cl)=C(Cl)C(OCCCC(O)=O)=C2)C1CCCC1,"4-[(2-Butyl-6,7-dichloro-2-cyclopentyl-2,3-dihydro-1-oxo-1H-inden-5-yl)oxy]butanoic acid",12761153,https://pubchem.ncbi.nlm.nih.gov/compound/12761153,https://www.ebi.ac.uk/unichem/rest/inchikey/KHKGTPJPBOQECW-QFIPXVFZSA-N,BRD-A39255369-001-03-1,,cell body,"0,02","2,3",8904,yes,well level
